"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-05-26","7.61"," 1643"," 1642","0.00",,"0.0","0",,"82","62",,"  230","  230","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-05-27","6.93"," 1807"," 1749","0.00",,"0.0","0",,"84","63",,"  220","  230","0.0","13.0","16.1","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-05-28","5.59"," 1608"," 1523","0.00",,"0.0","0",,"80","63",,"   50","   40","0.0","12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-05-29","7.38"," 1244"," 1255","0.00",,"0.0","0",,"78","58",,"  340","  360","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-05-30","4.92"," 1908"," 1907","0.00",,"0.0","0",,"81","57",,"  220","  210","0.0","13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-05-31","7.38"," 1615"," 1615","0.00",,"0.0","0",,"85","60",,"  240","  240","0.0","21.0","28.0",,,,,,,"    1","    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-01","10.51"," 1603"," 1603","0.77",,"0.0","0",,"76","62",,"  240","  240","0.0","21.0","28.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-02","11.41"," 2227"," 2328","0.47",,"0.0","0",,"79","56",,"  230","  240","0.0","23.0","31.1","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-03","6.26"," 0055"," 0049","0.23",,"0.0","0",,"74","63",,"  250","  250","0.0","21.9","30.0","    1",,"    1",,"    1",,,,,,,"    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-04","4.25"," 2336"," 2336","1.25",,"0.0","0",,"75","62",,"  250","  250","0.0","21.0","23.9","    1",,"    1",,"    1",,,,,,,"    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-05","10.74"," 1200"," 1159","0.03",,"0.0","0",,"75","63",,"  250","  250","0.0","21.9","28.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-06","8.50"," 0859"," 0858","2.16",,"0.0","0",,"63","53",,"   10","   10","0.0","23.9","36.0","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-07","6.93"," 1713"," 1625","0.00",,"0.0","0",,"68","51",,"  300","  320","0.0","17.9","25.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-08","6.04"," 1226"," 1226","0.00",,"0.0","0",,"67","47",,"  310","  310","0.0","16.1","25.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-09","8.05"," 0925"," 1731","0.18",,"0.0","0",,"63","53",,"  130","  250","0.0","15.0","19.9","    1","    1","    1",,"    1",,,,,,,"    1",,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-10","7.16"," 1443"," 1513","0.29",,"0.0","0",,"69","58",,"  300","  290","0.0","17.0","23.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-11","4.03"," 1550"," 1441","0.00",,"0.0","0",,"73","54",,"  220","  230","0.0","14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-12","10.51"," 1132"," 1211","0.10",,"0.0","0",,"81","64",,"  250","  240","0.0","23.9","33.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-13","4.47"," 1019"," 1020","0.37",,"0.0","0",,"68","62",,"   10","   10","0.0","10.1","13.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-14","6.93"," 2033"," 2032","0.06",,"0.0","0",,"72","62",,"   70","   70","0.0","15.0","17.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-15","7.61"," 1822"," 1725","0.00",,"0.0","0",,"77","57",,"   60","   40","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-16","14.54"," 1330"," 1254","0.23",,"0.0","0",,"76","60",,"  250","  240","0.0","36.0","46.1","    1",,"    1",,"    1",,,"    1",,,,"    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-17","8.28"," 0020"," 0019","0.00",,"0.0","0",,"73","57",,"  310","  310","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-18","6.04"," 1347"," 1346","0.00",,"0.0","0",,"82","54",,"  200","  200","0.0","14.1","29.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-19","12.75"," 0904"," 0904","0.00",,"0.0","0",,"83","67",,"  240","  240","0.0","25.1","34.9",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-20","8.28"," 1443"," 1711","0.00",,"0.0","0",,"78","66",,"  240","  230","0.0","16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-21","4.70"," 1448"," 1445","0.00",,"0.0","0",,"80","61",,"  340","  350","0.0","14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-22","9.40"," 1635"," 1641","0.64",,"0.0","0",,"79","66",,"  250","  250","0.0","25.1","34.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-23","9.84"," 2320"," 2233","0.00",,"0.0","0",,"82","67",,"  240","  230","0.0","21.0","31.1","    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-24","13.42"," 0141"," 0140","0.55",,"0.0","0",,"79","67",,"  240","  240","0.0","33.1","45.0","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-25","8.50"," 1217"," 1217","0.00",,"0.0","0",,"74","60",,"  230","  240","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-26","5.82"," 1053"," 1039","0.00",,"0.0","0",,"75","57",,"  240","  250","0.0","12.1","16.1",,,,,"    1",,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-27","6.71"," 2328"," 1931","0.35",,"0.0","0",,"81","65",,"  240","  210","0.0","21.0","30.0","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-28","14.32"," 0205"," 0137","0.45",,"0.0","0",,"77","65",,"  250","  260","0.0","28.0","36.9","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-29","12.08"," 1029"," 1549","0.00",,"0.0","0",,"70","55",,"  270","  250","0.0","21.0","30.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-06-30","10.29"," 1537"," 1348","0.00",,"0.0","0",,"68","50",,"  250","  300","0.0","21.0","30.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-01","6.71"," 1159"," 1156","0.00",,"0.0","0",,"72","51",,"  340","  330","0.0","17.9","25.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-02","3.80"," 1431"," 1538","0.00",,"0.0","0",,"75","50",,"  260","  250","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-03","9.62"," 1556"," 1201","0.00",,"0.0","0",,"79","55",,"  230","  220","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-04","10.29"," 1549"," 1539","0.00",,"0.0","0",,"82","61",,"  250","  250","0.0","21.0","29.1",,,,,,,"    1","    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-05","10.74"," 1058"," 1059","0.00",,"0.0","0",,"87","68",,"  250","  250","0.0","21.0","25.1",,,,,,,"    1","    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-06","8.05"," 1612"," 1528","0.00",,"0.0","0",,"89","71",,"  250","  230","0.0","15.0","21.0",,,,,,,"    1","    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-07","8.05"," 1304"," 1313","0.00",,"0.0","0",,"88","68",,"  220","  220","0.0","15.0","17.9",,,,,,,"    1","    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-08","6.26"," 1702"," 1443","0.00",,"0.0","0",,"92","71",,"  250","  270","0.0","12.1","16.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-09","5.37"," 1257"," 1254","0.48",,"0.0","0",,"81","69",,"  320","  320","0.0","14.1","17.9","    1",,"    1",,"    1",,"    1","    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-10","6.93"," 1522"," 1538","0.00",,"0.0","0",,"82","64",,"  340","  320","0.0","15.0","17.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-11","6.71"," 1500"," 1317","0.00",,"0.0","0",,"83","62",,"  240","  260","0.0","14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-12","6.49"," 1221"," 1221","0.00",,"0.0","0",,"86","68",,"  230","  250","0.0","19.9","23.9",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-13","5.82"," 1257"," 1550","0.00",,"0.0","0",,"82","71",,"  250","  250","0.0","15.0","21.9","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-14","5.59"," 1449"," 1448","0.00",,"0.0","0",,"83","70",,"   40","   40","0.0","13.0","17.0","    1",,,,,,,"    1",,,"    1","    1",,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-15","5.82"," 2359"," 1416","0.00",,"0.0","0",,"88","65",,"  220","  250","0.0","13.0","17.0","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-16","14.32"," 1439"," 1846","0.01",,"0.0","0",,"82","71",,"  250","  250","0.0","23.9","31.1","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-17","14.54"," 1453"," 1300","0.00",,"0.0","0",,"86","72",,"  250","  260","0.0","31.1","40.0",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-18","8.05"," 2349"," 2346","0.00",,"0.0","0",,"83","65",,"  240","  230","0.0","25.9","36.9","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-19","9.62"," 2356"," 0621","0.02",,"0.0","0",,"83","70",,"  250","  250","0.0","23.0","28.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-20","3.36"," 1051"," 1035","0.00",,"0.0","0",,"83","67",,"  230","  200","0.0","8.9","12.1",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-21","11.18"," 1353"," 1302","0.22",,"0.0","0",,"82","67",,"  250","  240","0.0","29.1","38.9","    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-22","8.05"," 1038"," 1236","0.00",,"0.0","0",,"82","66",,"  300","  310","0.0","17.0","21.9",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-23","13.20"," 1136"," 1113","1.64",,"0.0","0",,"83","66",,"  260","  260","0.0","23.9","34.9","    1",,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-24","10.29"," 1955"," 1953","0.69",,"0.0","0",,"80","69",,"  340","  330","0.0","21.0","25.9","    1",,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-25","6.49"," 1730"," 1703","0.00",,"0.0","0",,"79","64",,"  350","  360","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-26","8.05"," 1320"," 1318","0.00",,"0.0","0",,"80","58",,"  250","  260","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-27","6.71"," 1413"," 1033","0.00",,"0.0","0",,"83","64",,"  220","  220","0.0","13.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-28","12.30"," 1443"," 1420","0.11",,"0.0","0",,"83","64",,"  250","  240","0.0","25.9","36.9","    1",,"    1",,"    1",,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-29","6.93"," 1514"," 1408","0.00",,"0.0","0",,"76","63",,"  340","  300","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-30","5.14"," 1329"," 0508","0.00",,"0.0","0",,"77","58",,"  350","  210","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-07-31","4.92"," 1431"," 1426","0.00",,"0.0","0",,"77","59",,"  310","  310","0.0","12.1","14.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-01","4.47"," 1705"," 1704","0.00",,"0.0","0",,"83","65",,"   50","   40","0.0","14.1","17.0",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-02","6.93"," 1239"," 1223","0.00",,"0.0","0",,"84","69",,"  250","  250","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-03","12.75"," 1553"," 1544","0.00",,"0.0","0",,"85","70",,"  240","  230","0.0","23.9","32.0","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-04","10.29"," 1426"," 1425","0.00",,"0.0","0",,"85","71",,"  250","  250","0.0","21.9","30.0","    1",,,,"    1",,"    1","    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-05","11.63"," 1637"," 1630","0.03",,"0.0","0",,"82","69",,"  260","  250","0.0","28.0","36.9","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-06","8.50"," 1610"," 1609","0.13",,"0.0","0",,"75","59",,"  260","  260","0.0","17.9","23.9","    1",,,,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-07","5.82"," 1724"," 1651","0.00",,"0.0","0",,"74","53",,"  250","  240","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-08","11.63"," 1215"," 1256","0.00",,"0.0","0",,"82","62",,"  250","  240","0.0","30.0","36.0",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-09","8.72"," 1632"," 1756","0.29",,"0.0","0",,"82","68",,"  290","  320","0.0","21.9","28.0","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-10","6.93"," 1644"," 1640","0.00",,"0.0","0",,"84","70",,"  230","  240","0.0","17.0","21.0","    1",,,,,,"    1","    1",,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-11","3.80"," 1853"," 1541","0.00",,"0.0","0",,"85","70",,"   80","   10","0.0","10.1","14.1","    1",,,,,,,,,,"    1",,,,,,"    1",
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-12","8.28"," 1513"," 1640","0.07",,"0.0","0",,"83","68",,"  100","   60","0.0","16.1","21.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-13","7.16"," 1749"," 1908","0.00",,"0.0","0",,"82","65",,"  170","  160","0.0","17.0","21.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-14","8.50"," 1747"," 1746","0.00",,"0.0","0",,"87","65",,"  190","  190","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-15","9.84"," 1624"," 1625","0.08",,"0.0","0",,"83","70",,"  220","  240","0.0","17.9","23.0","    1",,"    1",,"    1",,"    1","    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-16","13.65"," 0010"," 0009","0.33",,"0.0","0",,"78","67",,"  300","  310","0.0","29.1","42.9","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-17","11.63"," 1717"," 1456","0.00",,"0.0","0",,"78","61",,"  250","  230","0.0","25.1","34.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-18","2.91"," 1407"," 1602","0.00",,"0.0","0",,"76","63",,"  260","  270","0.0","8.9","12.1",,,,,"    1",,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-19","10.74"," 1414"," 1451","0.01",,"0.0","0",,"80","60",,"  230","  230","0.0","23.0","30.0","    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-20","5.82"," 0000"," 0000","0.02",,"0.0","0",,"77","59",,"  360","  360","0.0","13.0","16.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-21","6.04"," 1313"," 1312","0.33",,"0.0","0",,"82","63",,"  190","  200","0.0","12.1","14.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-22","7.38"," 1618"," 1617","0.35",,"0.0","0",,"74","67",,"   60","   60","0.0","15.0","17.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-23","11.63"," 1202"," 1201","0.06",,"0.0","0",,"67","62",,"   40","   30","0.0","19.9","25.1","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-24","7.83"," 1259"," 1156","0.00",,"0.0","0",,"76","60",,"  120","   90","0.0","16.1","23.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-25","5.82"," 1902"," 1901","0.14",,"0.0","0",,"77","62",,"  260","  260","0.0","17.9","21.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-26","7.83"," 1421"," 0816","0.00",,"0.0","0",,"71","56",,"  290","  270","0.0","15.0","21.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-27","5.37"," 1615"," 1544","0.00",,"0.0","0",,"72","51",,"  240","  240","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-28","7.16"," 1437"," 1259","0.00",,"0.0","0",,"80","55",,"  240","  220","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-29","6.71"," 1432"," 1546","0.00",,"0.0","0",,"83","57",,"  220","  250","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-30","7.83"," 1347"," 1402","0.00",,"0.0","0",,"85","62",,"  250","  240","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-08-31","8.05"," 1645"," 1434","0.00",,"0.0","0",,"89","66",,"  250","  250","0.0","15.0","19.9","    1",,,,,,"    1","    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-09-01","9.62"," 1436"," 1449","0.00",,"0.0","0",,"87","69",,"  250","  250","0.0","21.9","29.1",,,,,,,"    1","    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-09-02","9.62"," 1251"," 1247","0.00",,"0.0","0",,"83","72",,"  250","  230","0.0","19.9","29.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-09-03","12.30"," 1040"," 1016","0.07",,"0.0","0",,"84","65",,"  220","  220","0.0","25.9","34.9","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-09-04","18.12"," 1527"," 1527","0.00",,"0.0","0",,"65","56",,"  260","  260","0.0","33.1","44.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-09-05","12.75"," 1543"," 1543","0.00",,"0.0","0",,"66","52",,"  240","  240","0.0","23.0","29.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-09-06","10.74"," 1328"," 1324","0.00",,"0.0","0",,"75","53",,"  210","  210","0.0","19.9","25.9",,,,,"    1",,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2010-09-07","16.55"," 1627"," 1346","0.86",,"0.0","0",,"89","66",,"  220","  230","0.0","33.1","40.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
